1:rule 1: DeltaProc_start
38325:rule 16555: ZZtestFldeq1_3_1
38329:rule 16556: ZZbspush_ca_scan__32
38332:rule 16557: ZZtestFldeq1_3_1
38336:rule 16558: ZZbspush_ca_scan__32
38339:rule 16559: ZZtestFldeq1_3_1
38343:rule 16560: ZZbspush_ca_scan__32
38346:rule 16561: ZZtestFldeq1_3_1
38349:rule 16562: ZZsavescptr32
38351:rule 16563: ZZbspush_ca_scan__33
38353:rule 16564: ZZtest_string_s_1_1_ZZstring146
38356:rule 16565: ZZsavescptr33
38358:rule 16566: ZZstarttest43
38361:rule 16567: ZZget_parmPTR
38363:rule 16568: ZZfence_null
38365:rule 16569: ZZstarttest1
38367:rule 16570: ZZlpta_load__setscan_r__1
38369:rule 16571: ZZbspush_ca_scan__2
38371:rule 16572: ZZtest_string_s_1_1_ZZstring153
38376:rule 16573: ZZbspush_ca_scan__4
38379:rule 16574: ZZlpta_loadp__test_ptr
38384:rule 16575: ZZstarttest45
38386:rule 16576: user_abbr_dict
38387:rule 16577: ZZget_parm_ptr2
38389:rule 16578: ZZpush_ptr_init3
38391:rule 16579: ZZfence_null
38393:rule 16580: ZZstarttest1
38395:rule 16581: ZZstarttest2
38397:rule 16582: ZZbspush_ca_boa__3
38401:rule 16583: ZZstarttest47
38403:rule 16584: ZZlprp_loadpn__comp
38405:rule 16585: ZZstarttest51
38407:rule 16586: abbr
38408:rule 16587: ZZget_parm_ptr2
38410:rule 16588: ZZfence_null
38412:rule 16589: ZZstarttest1
38414:rule 16590: ZZstarttest2
38416:rule 16591: ZZbspush_ca_boa__3
38418:rule 16592: span_abbr
38419:rule 16593: ZZget_parm_ptr2
38421:rule 16594: ZZpush_ptr_init3
38423:rule 16595: ZZfence_null
38425:rule 16596: ZZstarttest1
38427:rule 16597: ZZlpta_load__setscan_r__1
38429:rule 16598: ZZbspush_ca_scan__2
38431:rule 16599: ZZtestFldeq1_3_1
38433:rule 16600: ZZbspush_ca_scan__7
38435:rule 16601: ZZbspush_ca_scan__2
38437:rule 16602: ZZtestFldeq1_3_1
38439:rule 16603: ZZbspush_ca_scan__7
38441:rule 16604: ZZbspush_ca_scan__2
38443:rule 16605: ZZtestFldeq1_3_1
38445:rule 16606: ZZbspush_ca_scan__7
38447:rule 16607: ZZbspush_ca_scan__2
38449:rule 16608: ZZtestFldeq1_3_1
38451:rule 16609: ZZbspush_ca_scan__7
38453:rule 16610: ZZbspush_ca_scan__2
38455:rule 16611: ZZtestFldeq1_3_1
38458:rule 16612: ZZbspush_ca_scan__4
38461:rule 16613: ZZbspush_ca_scan__5
38464:rule 16614: ZZbspush_ca_scan__6
38468:rule 16615: ZZsavescptr7
38470:rule 16616: ZZtest_string_s_1_1_ZZstring160
38473:rule 16617: ZZsavescptr7
38475:rule 16618: ZZtest_string_s_1_1_ZZstring160
38478:rule 16619: ZZbspush_ca_scan__4
38481:rule 16620: ZZbspush_ca_scan__5
38484:rule 16621: ZZbspush_ca_scan__6
38488:rule 16622: ZZsavescptr7
38490:rule 16623: ZZtest_string_s_1_1_ZZstring160
38493:rule 16624: ZZbspush_ca_scan__4
38496:rule 16625: ZZbspush_ca_scan__5
38499:rule 16626: ZZbspush_ca_scan__6
38503:rule 16627: ZZsavescptr7
38505:rule 16628: ZZtest_string_s_1_1_ZZstring160
38508:rule 16629: ZZbspush_ca_scan__4
38511:rule 16630: ZZbspush_ca_scan__5
38514:rule 16631: ZZbspush_ca_scan__6
38518:rule 16632: ZZsavescptr7
38520:rule 16633: ZZtest_string_s_1_1_ZZstring160
38523:rule 16634: ZZbspush_ca_scan__4
38526:rule 16635: ZZbspush_ca_scan__5
38529:rule 16636: ZZbspush_ca_scan__6
38533:rule 16637: ZZstarttest20
38535:rule 16638: span_abbr_adict
38536:rule 16639: ZZget_parm_ptr2
38538:rule 16640: ZZfence_null
38545:rule 16641: ZZstarttest24
38547:rule 16642: ZZstarttest25
38550:rule 16643: ZZget_parm_ptr2
38552:rule 16644: ZZpush_ptr_init3
38554:rule 16645: ZZfence_null
38556:rule 16646: ZZstartloop1
38558:rule 16647: ZZbspush_ca__3
38560:rule 16648: ZZlpta_load__setscan_r__1
38562:rule 16649: ZZtestFldeq1_3_1
38564:rule 16650: ZZtestFldeq1_1_2
38567:rule 16651: ZZforto_adv_r__1__2
38570:rule 16652: ZZbspush_ca__3
38572:rule 16653: ZZlpta_load__setscan_r__1
38574:rule 16654: ZZtestFldeq1_3_1
38576:rule 16655: ZZtestFldeq1_1_2
38579:rule 16656: ZZforto_adv_r__1__2
38582:rule 16657: ZZbspush_ca__3
38584:rule 16658: ZZlpta_load__setscan_r__1
38586:rule 16659: ZZtestFldeq1_3_1
38588:rule 16660: ZZtestFldeq1_1_2
38591:rule 16661: ZZforto_adv_r__1__2
38594:rule 16662: ZZbspush_ca__3
38596:rule 16663: ZZlpta_load__setscan_r__1
38598:rule 16664: ZZtestFldeq1_3_1
38600:rule 16665: ZZtestFldeq1_1_2
38603:rule 16666: ZZforto_adv_r__1__2
38606:rule 16667: ZZstarttest26
38610:rule 16668: ZZbspush_ca__30
38613:rule 16669: convert_roman_num
38614:rule 16670: ZZget_parm_ptr2
38616:rule 16671: ZZfence_null
38618:rule 16672: ZZstarttest1
38620:rule 16673: ZZstarttest2
38622:rule 16674: ZZbspush_ca_boa__3
38624:rule 16675: convert_span_roman_num
38625:rule 16676: ZZget_parm_ptr2
38627:rule 16677: ZZpush_ptr_init4
38629:rule 16678: ZZfence_null
38631:rule 16679: ZZstarttest1
38633:rule 16680: ZZlpta_load__setscan_r__1
38635:rule 16681: ZZtestFldeq1_1_2
38642:rule 16682: ZZstarttest32
38645:rule 16683: ZZget_parm_ptr2
38647:rule 16684: ZZfence_null
38649:rule 16685: ZZstarttest1
38651:rule 16686: ZZstarttest3
38653:rule 16687: ZZlpta_load__setscan_l__1
38655:rule 16688: ZZtestFldeq1_1_2
38659:rule 16689: ZZstarttest33
38662:rule 16690: ZZget_parm_ptr2
38664:rule 16691: ZZfence_null
38666:rule 16692: ZZstarttest1
38668:rule 16693: ZZlpta_load__setscan_r__1
38670:rule 16694: ZZlpta_loadp__test_ptr
38673:rule 16695: ZZstarttest31
38675:rule 16696: ZZlpta_load__setscan_r__1
38677:rule 16697: ZZbspush_ca_scan_boa__34
38679:rule 16698: ZZtestFldeq1_4_1
38683:rule 16699: ZZbspush_ca_scan__36
38685:rule 16700: ZZbspush_ca_scan_boa__34
38687:rule 16701: ZZtestFldeq1_4_1
38690:rule 16702: ZZlpta_loadp__test_ptr
38693:rule 16703: ZZstarttest19
38695:rule 16704: normalize_letters
38696:rule 16705: ZZget_parm_ptr2
38698:rule 16706: ZZfence_null
38700:rule 16707: ZZstarttest1
38702:rule 16708: ZZstarttest2
38704:rule 16709: normalize_span_letters
38705:rule 16710: ZZget_parm_ptr2
38707:rule 16711: ZZpush_ptr_init3
38709:rule 16712: ZZfence_null
38711:rule 16713: ZZstartloop1
38713:rule 16714: ZZbspush_ca__3
38715:rule 16715: ZZlpta_load__setscan_r__1
38717:rule 16716: ZZsavescptr4
38719:rule 16717: ZZstarttest5
38721:rule 16718: ZZlpta_load__setscan_r__1
38723:rule 16719: ZZtest_string_s_1_1_ZZstring154
38725:rule 16720: ZZstarttest9
38727:rule 16721: ZZlpta_load__setscan_r__1
38729:rule 16722: ZZbspush_ca_scan__10
38731:rule 16723: ZZtest_string_s_1_1_ZZstring163
38734:rule 16724: ZZbspush_ca_scan__12
38736:rule 16725: ZZtest_string_s_1_1_ZZstring17
38739:rule 16726: ZZbspush_ca_scan__13
38741:rule 16727: ZZtest_string_s_1_1_ZZstring29
38744:rule 16728: ZZbspush_ca_scan__14
38746:rule 16729: ZZtest_string_s_1_1_ZZstring43
38749:rule 16730: ZZbspush_ca_scan__15
38751:rule 16731: ZZtest_string_s_1_1_ZZstring49
38754:rule 16732: ZZtest_string_s_1_1_ZZstring50
38757:rule 16733: ZZstarttest16
38759:rule 16734: ZZlpta_load__setscan_r__1
38761:rule 16735: ZZtest_string_s_1_1_ZZstring57
38763:rule 16736: ZZstarttest17
38765:rule 16737: ZZlpta_load__setscan_r__1
38767:rule 16738: ZZbspush_ca_scan__18
38769:rule 16739: ZZtest_string_s_1_1_ZZstring164
38772:rule 16740: ZZbspush_ca_scan__20
38774:rule 16741: ZZtest_string_s_1_1_ZZstring18
38777:rule 16742: ZZtest_string_s_1_1_ZZstring44
38780:rule 16743: ZZstarttest21
38782:rule 16744: ZZlpta_load__setscan_r__1
38784:rule 16745: ZZbspush_ca_scan__22
38786:rule 16746: ZZtest_string_s_1_1_ZZstring165
38789:rule 16747: ZZbspush_ca_scan__24
38791:rule 16748: ZZtest_string_s_1_1_ZZstring19
38794:rule 16749: ZZtest_string_s_1_1_ZZstring45
38797:rule 16750: ZZstarttest25
38799:rule 16751: ZZlpta_load__setscan_r__1
38801:rule 16752: ZZbspush_ca_scan__26
38803:rule 16753: ZZtest_string_s_1_1_ZZstring9
38806:rule 16754: ZZbspush_ca_scan__28
38808:rule 16755: ZZtest_string_s_1_1_ZZstring27
38811:rule 16756: ZZbspush_ca_scan__29
38813:rule 16757: ZZtest_string_s_1_1_ZZstring30
38816:rule 16758: ZZbspush_ca_scan__30
38818:rule 16759: ZZtest_string_s_1_1_ZZstring46
38821:rule 16760: ZZbspush_ca_scan__31
38823:rule 16761: ZZtest_string_s_1_1_ZZstring51
38826:rule 16762: ZZtest_string_s_1_1_ZZstring52
38829:rule 16763: ZZstarttest32
38831:rule 16764: ZZlpta_load__setscan_r__1
38833:rule 16765: ZZbspush_ca_scan__33
38835:rule 16766: ZZtest_string_s_1_1_ZZstring59
38838:rule 16767: ZZtest_string_s_1_1
38841:rule 16768: ZZstarttest35
38843:rule 16769: ZZlpta_load__setscan_r__1
38845:rule 16770: ZZbspush_ca_scan__36
38847:rule 16771: ZZtest_string_s_1_1_ZZstring10
38850:rule 16772: ZZtest_string_s_1_1_ZZstring28
38853:rule 16773: ZZstarttest8
38855:rule 16774: ZZlpta_load__setscan_r__1
38857:rule 16775: ZZtest_string_s_1_1_ZZstring53
38859:rule 16776: ZZstarttest38
38861:rule 16777: ZZlprp_loadpn__comp
38863:rule 16778: ZZforall_cont_from1_2
38865:rule 16779: ZZbspush_ca__3
38867:rule 16780: ZZlpta_load__setscan_r__1
38869:rule 16781: ZZsavescptr4
38871:rule 16782: ZZstarttest5
38873:rule 16783: ZZlpta_load__setscan_r__1
38875:rule 16784: ZZtest_string_s_1_1_ZZstring154
38877:rule 16785: ZZstarttest9
38879:rule 16786: ZZlpta_load__setscan_r__1
38881:rule 16787: ZZbspush_ca_scan__10
38883:rule 16788: ZZtest_string_s_1_1_ZZstring163
38886:rule 16789: ZZbspush_ca_scan__12
38888:rule 16790: ZZtest_string_s_1_1_ZZstring17
38891:rule 16791: ZZbspush_ca_scan__13
38893:rule 16792: ZZtest_string_s_1_1_ZZstring29
38896:rule 16793: ZZbspush_ca_scan__14
38898:rule 16794: ZZtest_string_s_1_1_ZZstring43
38901:rule 16795: ZZbspush_ca_scan__15
38903:rule 16796: ZZtest_string_s_1_1_ZZstring49
38906:rule 16797: ZZtest_string_s_1_1_ZZstring50
38909:rule 16798: ZZstarttest16
38911:rule 16799: ZZlpta_load__setscan_r__1
38913:rule 16800: ZZtest_string_s_1_1_ZZstring57
38915:rule 16801: ZZstarttest17
38917:rule 16802: ZZlpta_load__setscan_r__1
38919:rule 16803: ZZbspush_ca_scan__18
38921:rule 16804: ZZtest_string_s_1_1_ZZstring164
38924:rule 16805: ZZbspush_ca_scan__20
38926:rule 16806: ZZtest_string_s_1_1_ZZstring18
38929:rule 16807: ZZtest_string_s_1_1_ZZstring44
38932:rule 16808: ZZstarttest21
38934:rule 16809: ZZlpta_load__setscan_r__1
38936:rule 16810: ZZbspush_ca_scan__22
38938:rule 16811: ZZtest_string_s_1_1_ZZstring165
38941:rule 16812: ZZbspush_ca_scan__24
38943:rule 16813: ZZtest_string_s_1_1_ZZstring19
38946:rule 16814: ZZtest_string_s_1_1_ZZstring45
38949:rule 16815: ZZstarttest25
38951:rule 16816: ZZlpta_load__setscan_r__1
38953:rule 16817: ZZbspush_ca_scan__26
38955:rule 16818: ZZtest_string_s_1_1_ZZstring9
38958:rule 16819: ZZbspush_ca_scan__28
38960:rule 16820: ZZtest_string_s_1_1_ZZstring27
38963:rule 16821: ZZbspush_ca_scan__29
38965:rule 16822: ZZtest_string_s_1_1_ZZstring30
38968:rule 16823: ZZbspush_ca_scan__30
38970:rule 16824: ZZtest_string_s_1_1_ZZstring46
38973:rule 16825: ZZbspush_ca_scan__31
38975:rule 16826: ZZtest_string_s_1_1_ZZstring51
38978:rule 16827: ZZtest_string_s_1_1_ZZstring52
38981:rule 16828: ZZstarttest32
38983:rule 16829: ZZlpta_load__setscan_r__1
38985:rule 16830: ZZbspush_ca_scan__33
38987:rule 16831: ZZtest_string_s_1_1_ZZstring59
38990:rule 16832: ZZtest_string_s_1_1
38993:rule 16833: ZZstarttest35
38995:rule 16834: ZZlpta_load__setscan_r__1
38997:rule 16835: ZZbspush_ca_scan__36
38999:rule 16836: ZZtest_string_s_1_1_ZZstring10
39002:rule 16837: ZZtest_string_s_1_1_ZZstring28
39005:rule 16838: ZZstarttest8
39007:rule 16839: ZZlpta_load__setscan_r__1
39009:rule 16840: ZZtest_string_s_1_1_ZZstring53
39011:rule 16841: ZZstarttest38
39013:rule 16842: ZZlprp_loadpn__comp
39015:rule 16843: ZZforall_cont_from1_2
39017:rule 16844: ZZbspush_ca__3
39019:rule 16845: ZZlpta_load__setscan_r__1
39021:rule 16846: ZZsavescptr4
39023:rule 16847: ZZstarttest5
39025:rule 16848: ZZlpta_load__setscan_r__1
39027:rule 16849: ZZtest_string_s_1_1_ZZstring154
39029:rule 16850: ZZstarttest9
39031:rule 16851: ZZlpta_load__setscan_r__1
39033:rule 16852: ZZbspush_ca_scan__10
39035:rule 16853: ZZtest_string_s_1_1_ZZstring163
39038:rule 16854: ZZbspush_ca_scan__12
39040:rule 16855: ZZtest_string_s_1_1_ZZstring17
39043:rule 16856: ZZbspush_ca_scan__13
39045:rule 16857: ZZtest_string_s_1_1_ZZstring29
39048:rule 16858: ZZbspush_ca_scan__14
39050:rule 16859: ZZtest_string_s_1_1_ZZstring43
39053:rule 16860: ZZbspush_ca_scan__15
39055:rule 16861: ZZtest_string_s_1_1_ZZstring49
39058:rule 16862: ZZtest_string_s_1_1_ZZstring50
39061:rule 16863: ZZstarttest16
39063:rule 16864: ZZlpta_load__setscan_r__1
39065:rule 16865: ZZtest_string_s_1_1_ZZstring57
39067:rule 16866: ZZstarttest17
39069:rule 16867: ZZlpta_load__setscan_r__1
39071:rule 16868: ZZbspush_ca_scan__18
39073:rule 16869: ZZtest_string_s_1_1_ZZstring164
39076:rule 16870: ZZbspush_ca_scan__20
39078:rule 16871: ZZtest_string_s_1_1_ZZstring18
39081:rule 16872: ZZtest_string_s_1_1_ZZstring44
39084:rule 16873: ZZstarttest21
39086:rule 16874: ZZlpta_load__setscan_r__1
39088:rule 16875: ZZbspush_ca_scan__22
39090:rule 16876: ZZtest_string_s_1_1_ZZstring165
39093:rule 16877: ZZbspush_ca_scan__24
39095:rule 16878: ZZtest_string_s_1_1_ZZstring19
39098:rule 16879: ZZtest_string_s_1_1_ZZstring45
39101:rule 16880: ZZstarttest25
39103:rule 16881: ZZlpta_load__setscan_r__1
39105:rule 16882: ZZbspush_ca_scan__26
39107:rule 16883: ZZtest_string_s_1_1_ZZstring9
39110:rule 16884: ZZbspush_ca_scan__28
39112:rule 16885: ZZtest_string_s_1_1_ZZstring27
39115:rule 16886: ZZbspush_ca_scan__29
39117:rule 16887: ZZtest_string_s_1_1_ZZstring30
39120:rule 16888: ZZbspush_ca_scan__30
39122:rule 16889: ZZtest_string_s_1_1_ZZstring46
39125:rule 16890: ZZbspush_ca_scan__31
39127:rule 16891: ZZtest_string_s_1_1_ZZstring51
39130:rule 16892: ZZtest_string_s_1_1_ZZstring52
39133:rule 16893: ZZstarttest32
39135:rule 16894: ZZlpta_load__setscan_r__1
39137:rule 16895: ZZbspush_ca_scan__33
39139:rule 16896: ZZtest_string_s_1_1_ZZstring59
39142:rule 16897: ZZtest_string_s_1_1
39145:rule 16898: ZZstarttest35
39147:rule 16899: ZZlpta_load__setscan_r__1
39149:rule 16900: ZZbspush_ca_scan__36
39151:rule 16901: ZZtest_string_s_1_1_ZZstring10
39154:rule 16902: ZZtest_string_s_1_1_ZZstring28
39157:rule 16903: ZZstarttest8
39159:rule 16904: ZZlpta_load__setscan_r__1
39161:rule 16905: ZZtest_string_s_1_1_ZZstring53
39163:rule 16906: ZZstarttest38
39165:rule 16907: ZZlprp_loadpn__comp
39167:rule 16908: ZZforall_cont_from1_2
39169:rule 16909: ZZbspush_ca__3
39171:rule 16910: ZZlpta_load__setscan_r__1
39173:rule 16911: ZZsavescptr4
39175:rule 16912: ZZstarttest5
39177:rule 16913: ZZlpta_load__setscan_r__1
39179:rule 16914: ZZtest_string_s_1_1_ZZstring154
39181:rule 16915: ZZstarttest9
39183:rule 16916: ZZlpta_load__setscan_r__1
39185:rule 16917: ZZbspush_ca_scan__10
39187:rule 16918: ZZtest_string_s_1_1_ZZstring163
39190:rule 16919: ZZbspush_ca_scan__12
39192:rule 16920: ZZtest_string_s_1_1_ZZstring17
39195:rule 16921: ZZbspush_ca_scan__13
39197:rule 16922: ZZtest_string_s_1_1_ZZstring29
39200:rule 16923: ZZbspush_ca_scan__14
39202:rule 16924: ZZtest_string_s_1_1_ZZstring43
39205:rule 16925: ZZbspush_ca_scan__15
39207:rule 16926: ZZtest_string_s_1_1_ZZstring49
39210:rule 16927: ZZtest_string_s_1_1_ZZstring50
39213:rule 16928: ZZstarttest16
39215:rule 16929: ZZlpta_load__setscan_r__1
39217:rule 16930: ZZtest_string_s_1_1_ZZstring57
39219:rule 16931: ZZstarttest17
39221:rule 16932: ZZlpta_load__setscan_r__1
39223:rule 16933: ZZbspush_ca_scan__18
39225:rule 16934: ZZtest_string_s_1_1_ZZstring164
39228:rule 16935: ZZbspush_ca_scan__20
39230:rule 16936: ZZtest_string_s_1_1_ZZstring18
39233:rule 16937: ZZtest_string_s_1_1_ZZstring44
39236:rule 16938: ZZstarttest21
39238:rule 16939: ZZlpta_load__setscan_r__1
39240:rule 16940: ZZbspush_ca_scan__22
39242:rule 16941: ZZtest_string_s_1_1_ZZstring165
39245:rule 16942: ZZbspush_ca_scan__24
39247:rule 16943: ZZtest_string_s_1_1_ZZstring19
39250:rule 16944: ZZtest_string_s_1_1_ZZstring45
39253:rule 16945: ZZstarttest25
39255:rule 16946: ZZlpta_load__setscan_r__1
39257:rule 16947: ZZbspush_ca_scan__26
39259:rule 16948: ZZtest_string_s_1_1_ZZstring9
39262:rule 16949: ZZbspush_ca_scan__28
39264:rule 16950: ZZtest_string_s_1_1_ZZstring27
39267:rule 16951: ZZbspush_ca_scan__29
39269:rule 16952: ZZtest_string_s_1_1_ZZstring30
39272:rule 16953: ZZbspush_ca_scan__30
39274:rule 16954: ZZtest_string_s_1_1_ZZstring46
39277:rule 16955: ZZbspush_ca_scan__31
39279:rule 16956: ZZtest_string_s_1_1_ZZstring51
39282:rule 16957: ZZtest_string_s_1_1_ZZstring52
39285:rule 16958: ZZstarttest32
39287:rule 16959: ZZlpta_load__setscan_r__1
39289:rule 16960: ZZbspush_ca_scan__33
39291:rule 16961: ZZtest_string_s_1_1_ZZstring59
39294:rule 16962: ZZtest_string_s_1_1
39297:rule 16963: ZZstarttest35
39299:rule 16964: ZZlpta_load__setscan_r__1
39301:rule 16965: ZZbspush_ca_scan__36
39303:rule 16966: ZZtest_string_s_1_1_ZZstring10
39306:rule 16967: ZZtest_string_s_1_1_ZZstring28
39309:rule 16968: ZZstarttest8
39311:rule 16969: ZZlpta_load__setscan_r__1
39313:rule 16970: ZZtest_string_s_1_1_ZZstring53
39315:rule 16971: ZZstarttest38
39317:rule 16972: ZZlprp_loadpn__comp
39322:rule 16973: ZZstarttest27
39325:rule 16974: ZZget_parm_ptr2
39327:rule 16975: ZZfence_null
39329:rule 16976: ZZfenceZZstring128
39331:rule 16977: ZZstarttest1
39333:rule 16978: ZZlptarpta_loadpn__comp_vvg0205_0360
39336:rule 16979: ZZstarttest28
39338:rule 16980: ZZstarttest28
39340:rule 16981: build_words
39341:rule 16982: ZZget_parm_ptr2
39343:rule 16983: ZZpush_ptr_init3
39345:rule 16984: ZZfence_null
39347:rule 16985: ZZstarttest1
39349:rule 16986: ZZfenceZZstring77
39351:rule 16987: ZZstarttest7
39353:rule 16988: ZZstartloop7
39355:rule 16989: ZZlpta_load_move_storepr_1
39357:rule 16990: ZZlpta_load_move_storepr_1
39359:rule 16991: ZZbspush_ca__9
39361:rule 16992: ZZlpta_load__setscan_r__1
39363:rule 16993: ZZtestFldeq1_3_1
39365:rule 16994: ZZbspush_ca_scan__10
39367:rule 16995: ZZtestFldeq1_3_1
39369:rule 16996: ZZbspush_ca_scan__10
39371:rule 16997: ZZtestFldeq1_3_1
39373:rule 16998: ZZbspush_ca_scan__10
39375:rule 16999: ZZtestFldeq1_3_1
39377:rule 17000: ZZbspush_ca_scan__10
39379:rule 17001: ZZtestFldeq1_3_1
39382:rule 17002: ZZsavescptr10
39384:rule 17003: ZZstarttest12
39387:rule 17004: ZZget_parm_ptr2
39389:rule 17005: ZZfence_null
39391:rule 17006: ZZstarttest1
39393:rule 17007: ZZbspush_ca_boa__2
39395:rule 17008: ZZlpta_load__setscan_l__0
39398:rule 17009: ZZstarttest3
39401:rule 17010: ZZfence_null
39403:rule 17011: ZZstarttest1
39405:rule 17012: ZZstarttest2
39407:rule 17013: ZZbspush_ca__3
39412:rule 17014: ZZbspush_ca__5
39417:rule 17015: ZZbspush_ca__6
39426:rule 17016: ZZbspush_ca__9
39428:rule 17017: ZZlpta_load__setscan_r__1
39430:rule 17018: ZZtestFldeq1_3_1
39433:rule 17019: ZZforto_adv_upto_r__7__8
39435:rule 17020: ZZstarttest15
39438:rule 17021: ZZget_parmPTR
39440:rule 17022: ZZfence_null
39442:rule 17023: ZZstarttest1
39444:rule 17024: ZZbspush_ca__2
39447:rule 17025: ZZbspush_ca__4
39450:rule 17026: ZZbspush_ca__5
39455:rule 17027: ZZstarttest29
39457:rule 17028: ZZlprp_loadpn__comp
39459:rule 17029: ZZstarttest30
39461:rule 17030: forced_synthesis
39462:rule 17031: ZZget_parmPTR
39464:rule 17032: ZZfence_null
39466:rule 17033: ZZstarttest1
39468:rule 17034: ZZstarttest3
39470:rule 17035: ZZstarttest4
39473:rule 17036: ZZstarttest31
39475:rule 17037: ZZstarttest32
39477:rule 17038: ZZstarttest33
39479:rule 17039: ZZstarttest35
39481:rule 17040: ZZstarttest36
39484:rule 17041: ZZget_parmPTR
39486:rule 17042: ZZfence_null
39488:rule 17043: ZZstarttest1
39490:rule 17044: ZZbspush_ca_boa__2
39492:rule 17045: ZZlpta_load__setscan_l__2
39495:rule 17046: ZZstarttest3
39498:rule 17047: ZZget_parmPTR
39500:rule 17048: ZZfence_null
39502:rule 17049: ZZstarttest1
39504:rule 17050: ZZlpta_load__setscan_l__2
39506:rule 17051: ZZbspush_ca_scan_boa__2
39509:rule 17052: ZZinsert_l_1_1_ZZstring72
39511:rule 17053: ZZstarttest3
39514:rule 17054: ZZget_parm_ptr2
39516:rule 17055: ZZfence_null
39519:rule 17056: ZZstarttest5
39521:rule 17057: ZZbspush_ca_boa__6
39523:rule 17058: build_phrases
39524:rule 17059: ZZget_parm_ptr2
39526:rule 17060: ZZpush_ptr_init3
39528:rule 17061: ZZfence_null
39530:rule 17062: ZZstarttest1
39532:rule 17063: ZZlprp_loadpn
39534:rule 17064: ZZstarttest2
39536:rule 17065: ZZbspush_ca_boa__3
39539:rule 17066: ZZstarttest4
39541:rule 17067: ZZstarttest4
39544:rule 17068: ZZget_parm_ptr2
39546:rule 17069: ZZfence_null
39548:rule 17070: ZZlpta_movel_2
39550:rule 17071: ZZlpta_loadpn_vvg0081
39552:rule 17072: ZZlpta_mover_2
39554:rule 17073: ZZstarttest1
39556:rule 17074: ZZbspush_ca_boa__2
39560:rule 17075: ZZstarttest5
39563:rule 17076: ZZget_parmPTR
39565:rule 17077: ZZfence_null
39567:rule 17078: ZZlpta_loadpn_vvg0093
39569:rule 17079: ZZlpta_mover_2
39571:rule 17080: ZZlpta_movel_2
39574:rule 17081: ZZstarttest6
39576:rule 17082: mark_word_categories
39577:rule 17083: ZZpush_ptr_init4
39579:rule 17084: ZZfence_null
39581:rule 17085: ZZstarttest1
39584:rule 17086: ZZfence_null
39586:rule 17087: ZZstarttest1
39589:rule 17088: ZZstarttest2
39592:rule 17089: ZZfence_null
39595:rule 17090: ZZstartloop3
39597:rule 17091: ZZlpta_loadpn_vvg0093
39599:rule 17092: ZZlpta_mover_2
39601:rule 17093: ZZlpta_loadpn_vvg0094
39603:rule 17094: ZZlpta_mover_2
39605:rule 17095: ZZbspush_ca__5
39607:rule 17096: ZZlpta_load__setscan_r__2
39609:rule 17097: ZZsavescptr6
39611:rule 17098: ZZstarttest7
39613:rule 17099: ZZbspush_ca_boa__8
39615:rule 17100: ZZlpta_load__setscan_r__2
39617:rule 17101: ZZtestFldeq2_1_0
39620:rule 17102: ZZstarttest10
39622:rule 17103: mark_function_word
39623:rule 17104: ZZget_parm_ptr4
39625:rule 17105: ZZfence_null
39627:rule 17106: ZZstarttest1
39629:rule 17107: ZZstarttest2
39631:rule 17108: ZZbspush_ca_boa__3
39633:rule 17109: span_funct_words
39634:rule 17110: ZZget_parm_ptr2
39636:rule 17111: ZZfence_null
39638:rule 17112: ZZfenceZZstring128
39640:rule 17113: ZZstarttest1
39643:rule 17114: ZZget_parm_ptr2
39645:rule 17115: ZZfence_null
39647:rule 17116: ZZstarttest16
39650:rule 17117: ZZstarttest3
39652:rule 17118: ZZlprp_load__setd
39654:rule 17119: ZZstarttest4
39656:rule 17120: get_gender_number
39657:rule 17121: ZZget_parm_ptr2
39659:rule 17122: ZZget_parmINT
39661:rule 17123: ZZget_parmINT
39663:rule 17124: ZZfence_null
39665:rule 17125: ZZfenceZZstring77
39667:rule 17126: ZZstarttest1
39670:rule 17127: ZZget_parm_ptr3
39672:rule 17128: ZZget_parmINT
39674:rule 17129: ZZfence_null
39676:rule 17130: ZZstarttest1
39678:rule 17131: ZZstarttest2
39680:rule 17132: ZZlpta_load__setscan_l__2
39682:rule 17133: ZZtestFldeq2_4_2
39685:rule 17134: ZZstarttest3
39687:rule 17135: ZZlpta_load__setscan_l__2
39689:rule 17136: ZZtestFldeq2_4_1
39692:rule 17137: ZZstarttest4
39694:rule 17138: ZZlpta_load__setscan_l__1
39696:rule 17139: ZZtest_string_s_1_1_ZZstring96
39699:rule 17140: ZZstarttest2
39701:rule 17141: ZZstarttest4
39703:rule 17142: ZZlpta_load__setscan_l__2
39705:rule 17143: ZZtestFldeq2_5_1
39708:rule 17144: ZZstarttest5
39710:rule 17145: ZZlpta_load__setscan_l__2
39712:rule 17146: ZZtestFldeq2_5_2
39715:rule 17147: ZZstarttest6
39717:rule 17148: ZZlpta_load__setscan_l__2
39720:rule 17149: ZZstarttest7
39722:rule 17150: ZZlpta_load__setscan_l__2
39724:rule 17151: ZZtestFldeq2_5_4
39727:rule 17152: ZZstarttest8
39729:rule 17153: ZZlpta_load__setscan_l__1
39731:rule 17154: ZZbspush_ca_scan__9
39733:rule 17155: ZZtest_string_s_1_1_ZZstring121
39736:rule 17156: ZZbspush_ca_scan__11
39738:rule 17157: ZZtest_string_s_1_2_ZZstring7
39741:rule 17158: ZZbspush_ca_scan__12
39743:rule 17159: ZZtest_string_s_1_1_ZZstring69
