1:rule 1: DeltaProc_start
43615:rule 18865: ZZsavescptr5
43618:rule 18866: ZZsavescptr5
43621:rule 18867: ZZstarttest7
43623:rule 18868: ZZlpta_load__setscan_r__2
43625:rule 18869: ZZtestFldeq2_1_0
43628:rule 18870: ZZstarttest45
43630:rule 18871: ZZlpta_load__setscan_r__2
43633:rule 18872: ZZstarttest47
43635:rule 18873: ZZlpta_load__setscan_r__2
43637:rule 18874: ZZtestFldeq2_1_16
43639:rule 18875: ZZstarttest48
43642:rule 18876: ZZget_parm_ptr2
43644:rule 18877: ZZpush_ptr_init4
43646:rule 18878: ZZfence_null
43648:rule 18879: ZZfenceZZstring128
43650:rule 18880: ZZstarttest1
43652:rule 18881: ZZlpta_load__setscan_r__2
43654:rule 18882: ZZtestFldeq2_2_24
43657:rule 18883: ZZstarttest4
43659:rule 18884: ZZlpta_load__setscan_r__2
43661:rule 18885: ZZtestFldeq2_2_32
43664:rule 18886: ZZstarttest18
43666:rule 18887: ZZlpta_load__setscan_r__2
43668:rule 18888: ZZtestFldeq2_2_34
43671:rule 18889: ZZstarttest33
43674:rule 18890: ZZget_parm_ptr2
43676:rule 18891: ZZpush_ptr_init2
43678:rule 18892: ZZfence_null
43680:rule 18893: ZZstarttest1
43682:rule 18894: ZZlpta_load__setscan_l__2
43684:rule 18895: ZZbspush_ca_scan__1
43686:rule 18896: ZZsavescptr2
43688:rule 18897: ZZsavescptr3
43690:rule 18898: ZZfenceZZstring128
43692:rule 18899: ZZstarttest4
43695:rule 18900: ZZget_parm_ptr2
43697:rule 18901: ZZget_parmINT
43699:rule 18902: ZZget_parmINT
43701:rule 18903: ZZfence_null
43703:rule 18904: ZZfenceZZstring77
43705:rule 18905: ZZstarttest1
43708:rule 18906: ZZget_parm_ptr3
43710:rule 18907: ZZget_parmINT
43712:rule 18908: ZZfence_null
43714:rule 18909: ZZstarttest1
43716:rule 18910: ZZstarttest2
43718:rule 18911: ZZlpta_load__setscan_l__2
43720:rule 18912: ZZtestFldeq2_4_2
43723:rule 18913: ZZstarttest3
43725:rule 18914: ZZlpta_load__setscan_l__2
43727:rule 18915: ZZtestFldeq2_4_1
43730:rule 18916: ZZstarttest2
43732:rule 18917: ZZstarttest4
43734:rule 18918: ZZlpta_load__setscan_l__2
43736:rule 18919: ZZtestFldeq2_5_1
43739:rule 18920: ZZstarttest5
43741:rule 18921: ZZlpta_load__setscan_l__2
43743:rule 18922: ZZtestFldeq2_5_2
43746:rule 18923: ZZstarttest5
43748:rule 18924: ZZlprp_loadpn__comp
43750:rule 18925: ZZstarttest5
43753:rule 18926: ZZget_parm_ptr2
43755:rule 18927: ZZget_parmINT
43757:rule 18928: ZZget_parmINT
43759:rule 18929: ZZfence_null
43761:rule 18930: ZZfenceZZstring77
43763:rule 18931: ZZstarttest1
43766:rule 18932: ZZget_parm_ptr3
43768:rule 18933: ZZget_parmINT
43770:rule 18934: ZZfence_null
43772:rule 18935: ZZstarttest1
43774:rule 18936: ZZstarttest2
43776:rule 18937: ZZlpta_load__setscan_l__2
43778:rule 18938: ZZtestFldeq2_4_2
43781:rule 18939: ZZstarttest3
43783:rule 18940: ZZlpta_load__setscan_l__2
43785:rule 18941: ZZtestFldeq2_4_1
43788:rule 18942: ZZstarttest2
43790:rule 18943: ZZstarttest4
43792:rule 18944: ZZlpta_load__setscan_l__2
43794:rule 18945: ZZtestFldeq2_5_1
43797:rule 18946: ZZstarttest5
43799:rule 18947: ZZlpta_load__setscan_l__2
43801:rule 18948: ZZtestFldeq2_5_2
43804:rule 18949: ZZstarttest6
43806:rule 18950: ZZbspush_ca__7
43810:rule 18951: ZZstarttest10
43812:rule 18952: ZZlpta_load__setscan_l__2
43815:rule 18953: ZZstarttest11
43817:rule 18954: ZZlpta_load__setscan_l__2
43819:rule 18955: ZZtestFldeq2_2_31
43822:rule 18956: ZZstarttest12
43824:rule 18957: ZZlpta_load__setscan_l__2
43826:rule 18958: ZZtestFldeq2_1_3
43828:rule 18959: ZZstarttest13
43831:rule 18960: ZZget_parm_ptr4
43833:rule 18961: ZZget_parmINT
43835:rule 18962: ZZget_parmINT
43837:rule 18963: ZZfence_null
43839:rule 18964: ZZstarttest1
43842:rule 18965: ZZget_parm_ptr2
43844:rule 18966: ZZget_parmINT
43846:rule 18967: ZZget_parmINT
43848:rule 18968: ZZfence_null
43850:rule 18969: ZZfenceZZstring77
43852:rule 18970: ZZstarttest1
43855:rule 18971: ZZget_parm_ptr3
43857:rule 18972: ZZget_parmINT
43859:rule 18973: ZZfence_null
43861:rule 18974: ZZstarttest1
43863:rule 18975: ZZstarttest2
43865:rule 18976: ZZlpta_load__setscan_l__2
43867:rule 18977: ZZtestFldeq2_4_2
43870:rule 18978: ZZstarttest3
43872:rule 18979: ZZlpta_load__setscan_l__2
43874:rule 18980: ZZtestFldeq2_4_1
43877:rule 18981: ZZstarttest2
43879:rule 18982: ZZstarttest4
43881:rule 18983: ZZlpta_load__setscan_l__2
43883:rule 18984: ZZtestFldeq2_5_1
43886:rule 18985: ZZstarttest5
43888:rule 18986: ZZlpta_load__setscan_l__2
43890:rule 18987: ZZtestFldeq2_5_2
43893:rule 18988: ZZstarttest2
43896:rule 18989: ZZget_parm_ptr2
43898:rule 18990: ZZget_parmINT
43900:rule 18991: ZZget_parmINT
43902:rule 18992: ZZfence_null
43904:rule 18993: ZZfenceZZstring77
43906:rule 18994: ZZstarttest1
43909:rule 18995: ZZget_parm_ptr3
43911:rule 18996: ZZget_parmINT
43913:rule 18997: ZZfence_null
43915:rule 18998: ZZstarttest1
43917:rule 18999: ZZstarttest2
43919:rule 19000: ZZlpta_load__setscan_l__2
43921:rule 19001: ZZtestFldeq2_4_2
43924:rule 19002: ZZstarttest3
43926:rule 19003: ZZlpta_load__setscan_l__2
43928:rule 19004: ZZtestFldeq2_4_1
43931:rule 19005: ZZstarttest2
43933:rule 19006: ZZstarttest4
43935:rule 19007: ZZlpta_load__setscan_l__2
43937:rule 19008: ZZtestFldeq2_5_1
43940:rule 19009: ZZstarttest5
43942:rule 19010: ZZlpta_load__setscan_l__2
43944:rule 19011: ZZtestFldeq2_5_2
43947:rule 19012: ZZstarttest3
43949:rule 19013: ZZbspush_ca_boa__4
43952:rule 19014: ZZget_parmINT
43954:rule 19015: ZZget_parmINT
43956:rule 19016: ZZfence_null
43958:rule 19017: ZZstarttest1
43960:rule 19018: ZZbspush_ca__2
43964:rule 19019: ZZstarttest5
43968:rule 19020: ZZget_parmINT
43970:rule 19021: ZZget_parmINT
43972:rule 19022: ZZget_parmINT
43974:rule 19023: ZZfence_null
43976:rule 19024: ZZstarttest1
43978:rule 19025: ZZbspush_ca__2
43981:rule 19026: ZZbspush_ca__4
43984:rule 19027: ZZbspush_ca__5
43988:rule 19028: ZZstarttest7
43990:rule 19029: ZZstarttest11
43995:rule 19030: ZZlprp_load__mark_s2_1_1
43997:rule 19031: ZZstarttest20
44000:rule 19032: ZZget_parm_ptr2
44002:rule 19033: ZZget_parmINT
44004:rule 19034: ZZget_parmINT
44006:rule 19035: ZZfence_null
44008:rule 19036: ZZfenceZZstring77
44010:rule 19037: ZZstarttest1
44012:rule 19038: ZZbspush_ca_boa__2
44014:rule 19039: ZZlpta_load__setscan_r__2
44016:rule 19040: ZZbspush_ca_scan__3
44019:rule 19041: ZZtestFldeq2_5_4
44022:rule 19042: ZZstarttest10
44024:rule 19043: ZZbspush_ca_boa__11
44026:rule 19044: ZZlpta_load__setscan_r__2
44034:rule 19045: ZZstarttest23
44036:rule 19046: mark_subcategory
44037:rule 19047: ZZget_parm_ptr3
44039:rule 19048: ZZfence_null
44041:rule 19049: ZZstarttest1
44043:rule 19050: ZZstarttest2
44045:rule 19051: mark_span_subcategory
44046:rule 19052: ZZget_parm_ptr2
44048:rule 19053: ZZfence_null
44050:rule 19054: ZZstarttest1
44052:rule 19055: ZZlpta_load__setscan_r__2
44054:rule 19056: ZZbspush_ca_scan__2
44056:rule 19057: ZZtestFldeq2_1_3
44059:rule 19058: ZZbspush_ca_scan__4
44061:rule 19059: ZZtestFldeq2_1_1
44063:rule 19060: ZZtestFldeq2_5_4
44066:rule 19061: ZZtestFldeq2_1_16
44071:rule 19062: ZZstarttest18
44073:rule 19063: init_word_ptrs
44074:rule 19064: ZZfence_null
44078:rule 19065: ZZstarttest7
44081:rule 19066: ZZpush_ptr_init4
44083:rule 19067: ZZfence_null
44085:rule 19068: ZZstarttest1
44088:rule 19069: ZZpush_ptr_init3
44090:rule 19070: ZZfence_null
44092:rule 19071: ZZstarttest1
44094:rule 19072: ZZstartloop2
44096:rule 19073: ZZbspush_ca__4
44098:rule 19074: ZZlpta_load__setscan_l__5
44100:rule 19075: ZZstarttest5
44102:rule 19076: ZZlprp_loadpn__comp
44104:rule 19077: ZZforto_adv_r__2__3
44107:rule 19078: ZZstartloop2
44109:rule 19079: ZZbspush_ca__4
44111:rule 19080: ZZlpta_load__setscan_r__5
44113:rule 19081: ZZsavescptr5
44115:rule 19082: ZZstarttest6
44118:rule 19083: ZZget_parm_ptr2
44120:rule 19084: ZZfence_null
44122:rule 19085: ZZstarttest1
44125:rule 19086: ZZstarttest10
44128:rule 19087: ZZget_parm_ptr2
44130:rule 19088: ZZfence_null
44132:rule 19089: ZZstarttest1
44134:rule 19090: ZZstarttest2
44137:rule 19091: ZZget_parm_ptr2
44139:rule 19092: ZZget_parmINT
44141:rule 19093: ZZpush_ptr_init4
44143:rule 19094: ZZfence_null
44145:rule 19095: ZZfenceZZstring128
44147:rule 19096: ZZstarttest1
44149:rule 19097: ZZlpta_load__setscan_r__2
44151:rule 19098: ZZlpta_loadp__test_ptr
44153:rule 19099: ZZstarttest2
44155:rule 19100: num_words_in_range
44156:rule 19101: ZZget_parm_ptr2
44158:rule 19102: ZZget_parmINT
44160:rule 19103: ZZfence_null
44162:rule 19104: ZZstarttest1
44164:rule 19105: ZZlpta_load__setscan_r__2
44166:rule 19106: ZZstarttest2
44168:rule 19107: ZZlpta_load__setscan_l__2
44170:rule 19108: ZZstarttest3
44173:rule 19109: ZZstartloop3
44175:rule 19110: ZZlpta_load_move_storepr_2
44177:rule 19111: ZZlpta_load_move_storepr_2
44179:rule 19112: ZZbspush_ca__5
44181:rule 19113: ZZlpta_load__setscan_r__2
44183:rule 19114: ZZsavescptr6
44185:rule 19115: ZZstarttest7
44187:rule 19116: ZZbspush_ca_scan_boa__8
44189:rule 19117: ZZtest_string_s_1_1_ZZstring153
44192:rule 19118: ZZtest_string_s_1_1_ZZstring144
44195:rule 19119: ZZstarttest10
44197:rule 19120: inside_orig_inp_token
44198:rule 19121: ZZget_parmPTR
44200:rule 19122: ZZfence_null
44202:rule 19123: ZZstarttest1
44204:rule 19124: ZZbspush_ca_scan_boa__2
44206:rule 19125: ZZlpta_loadp__test_ptr
44210:rule 19126: ZZstarttest11
44212:rule 19127: find_lang_obligatory_phrase
44213:rule 19128: ZZget_parm_ptr2
44215:rule 19129: ZZget_parmINT
44217:rule 19130: ZZfence_null
44219:rule 19131: ZZstarttest1
44221:rule 19132: ZZstarttest2
44223:rule 19133: ZZbspush_ca_boa__3
44225:rule 19134: find_span_obligatory_phrase
44226:rule 19135: ZZget_parm_ptr2
44228:rule 19136: ZZget_parmINT
44230:rule 19137: ZZfence_null
44232:rule 19138: ZZstarttest1
44234:rule 19139: ZZlpta_load__setscan_r__2
44236:rule 19140: ZZtestFldeq2_2_26
44242:rule 19141: ZZstarttest12
44244:rule 19142: ZZforto_adv_upto_r__3__4
44247:rule 19143: ZZbspush_ca__5
44249:rule 19144: ZZlpta_load__setscan_r__2
44251:rule 19145: ZZsavescptr6
44253:rule 19146: ZZstarttest7
44255:rule 19147: ZZbspush_ca_scan_boa__8
44257:rule 19148: ZZtest_string_s_1_1_ZZstring153
44259:rule 19149: ZZtest_string_s_1_1_ZZstring144
44262:rule 19150: ZZstarttest10
44264:rule 19151: inside_orig_inp_token
44265:rule 19152: ZZget_parmPTR
44267:rule 19153: ZZfence_null
44269:rule 19154: ZZstarttest1
44271:rule 19155: ZZbspush_ca_scan_boa__2
44273:rule 19156: ZZlpta_loadp__test_ptr
44277:rule 19157: ZZstarttest11
44279:rule 19158: find_lang_obligatory_phrase
44280:rule 19159: ZZget_parm_ptr2
44282:rule 19160: ZZget_parmINT
44284:rule 19161: ZZfence_null
44286:rule 19162: ZZstarttest1
44288:rule 19163: ZZstarttest2
44290:rule 19164: ZZbspush_ca_boa__3
44292:rule 19165: find_span_obligatory_phrase
44293:rule 19166: ZZget_parm_ptr2
44295:rule 19167: ZZget_parmINT
44297:rule 19168: ZZfence_null
44299:rule 19169: ZZstarttest1
44301:rule 19170: ZZlpta_load__setscan_r__2
44303:rule 19171: ZZtestFldeq2_2_26
44309:rule 19172: ZZstarttest12
44311:rule 19173: ZZforto_adv_upto_r__3__4
44313:rule 19174: ZZstarttest19
44316:rule 19175: ZZstarttest3
44318:rule 19176: init_word_ptrs
44319:rule 19177: ZZfence_null
44323:rule 19178: ZZstarttest11
44325:rule 19179: ZZlprp_loadpn__comp
44327:rule 19180: ZZstarttest16
44330:rule 19181: ZZget_parmINT
44332:rule 19182: ZZfence_null
44334:rule 19183: ZZstarttest1
44338:rule 19184: ZZstarttest8
44341:rule 19185: ZZget_parm_ptr2
44343:rule 19186: ZZfence_null
44345:rule 19187: ZZstarttest1
44347:rule 19188: ZZsavescptr2
44349:rule 19189: ZZstarttest3
44352:rule 19190: ZZget_parm_ptr2
44354:rule 19191: ZZfence_null
44356:rule 19192: ZZstarttest1
44359:rule 19193: ZZget_parm_ptr2
44361:rule 19194: ZZfence_null
44363:rule 19195: ZZstarttest1
44366:rule 19196: ZZstarttest9
44369:rule 19197: ZZfence_null
44371:rule 19198: ZZstarttest1
44373:rule 19199: ZZstarttest2
44376:rule 19200: ZZstarttest10
44379:rule 19201: ZZget_parmPTR
44381:rule 19202: ZZfence_null
44383:rule 19203: ZZfenceZZstring128
44385:rule 19204: ZZstarttest1
44388:rule 19205: ZZstarttest11
44391:rule 19206: ZZfence_null
44393:rule 19207: ZZstarttest1
44397:rule 19208: ZZstarttest4
44400:rule 19209: ZZget_parm_ptr4
44402:rule 19210: ZZfence_null
44404:rule 19211: ZZstarttest1
44407:rule 19212: ZZget_parm_ptr2
44409:rule 19213: ZZfence_null
44411:rule 19214: ZZfenceZZstring77
44413:rule 19215: ZZstarttest1
44415:rule 19216: ZZstarttest2
44417:rule 19217: ZZbspush_ca_boa__3
44419:rule 19218: ZZtestFldeq4_0_36
44422:rule 19219: ZZinsert_2ptv4
44425:rule 19220: ZZstarttest2
44428:rule 19221: ZZfence_null
44430:rule 19222: ZZstarttest1
44433:rule 19223: ZZget_parmINT
44435:rule 19224: ZZfence_null
44437:rule 19225: ZZstarttest1
44443:rule 19226: ZZstarttest9
44445:rule 19227: ZZstartloop9
44447:rule 19228: ZZlpta_loadpn_vvg0093
44449:rule 19229: ZZlpta_loadpn_vvg0094
44451:rule 19230: ZZbspush_ca__11
44453:rule 19231: ZZlpta_load__setscan_r__5
44455:rule 19232: ZZsavescptr12
44457:rule 19233: ZZstarttest11
44460:rule 19234: ZZget_parm_ptr2
44462:rule 19235: ZZpush_ptr_init2
44464:rule 19236: ZZfence_null
44466:rule 19237: ZZstarttest1
44469:rule 19238: ZZget_parm_ptr2
44471:rule 19239: ZZfence_null
44473:rule 19240: ZZstarttest1
44475:rule 19241: ZZlpta_load__setscan_r__2
44477:rule 19242: ZZlpta_loadp__test_ptr
44479:rule 19243: ZZstarttest7
44481:rule 19244: ZZlpta_load__setscan_r__5
44483:rule 19245: ZZtestFldeq5_2_7
44486:rule 19246: ZZstarttest6
44488:rule 19247: ZZstarttest13
44490:rule 19248: adjust_span_word_stress
44491:rule 19249: ZZget_parm_ptr2
44493:rule 19250: ZZpush_ptr_init3
44495:rule 19251: ZZfence_null
44497:rule 19252: ZZfenceZZstring128
44499:rule 19253: ZZstarttest1
44502:rule 19254: ZZget_parm_ptr2
44504:rule 19255: ZZpush_ptr_init4
44506:rule 19256: ZZfence_null
44508:rule 19257: ZZstarttest1
44510:rule 19258: ZZlpta_load__setscan_r__2
44512:rule 19259: ZZbspush_ca_scan__2
44514:rule 19260: ZZtestFldeq2_2_26
44517:rule 19261: ZZsavescptr2
44519:rule 19262: ZZbspush_ca_scan__3
44521:rule 19263: ZZtestFldeq2_1_11
44524:rule 19264: ZZtestFldeq2_1_4
44528:rule 19265: ZZstartloop2
44530:rule 19266: ZZlpta_load_move_storepr_2
44532:rule 19267: ZZlpta_load_move_storepr_2
44534:rule 19268: ZZbspush_ca__4
44536:rule 19269: ZZlpta_load__setscan_r__2
44538:rule 19270: ZZsavescptr5
44540:rule 19271: ZZstarttest6
44543:rule 19272: ZZget_parm_ptr2
44545:rule 19273: ZZpush_ptr_init3
44547:rule 19274: ZZfence_null
44549:rule 19275: ZZfenceZZstring128
44551:rule 19276: ZZstarttest1
44553:rule 19277: ZZbspush_ca_boa__2
44555:rule 19278: ZZlpta_load__setscan_r__2
44557:rule 19279: ZZtestFldeq2_2_34
44561:rule 19280: ZZstarttest8
44564:rule 19281: ZZget_parm_ptr2
44566:rule 19282: ZZpush_ptr_init2
44568:rule 19283: ZZfence_null
44570:rule 19284: ZZstarttest1
44572:rule 19285: ZZlpta_load__setscan_r__2
44574:rule 19286: ZZtestFldeq2_2_24
44577:rule 19287: ZZstarttest4
44579:rule 19288: ZZlprp_loadpn__comp
44582:rule 19289: ZZstarttest9
44585:rule 19290: ZZget_parm_ptr2
44587:rule 19291: ZZpush_ptr_init4
44589:rule 19292: ZZpush_ptr_init3
44591:rule 19293: ZZfence_null
44593:rule 19294: ZZfenceZZstring128
44595:rule 19295: ZZstartloop1
44597:rule 19296: ZZbspush_ca__1
44599:rule 19297: ZZstarttest3
44601:rule 19298: ZZlpta_load__setscan_r__2
44603:rule 19299: ZZbspush_ca_scan__4
44605:rule 19300: ZZtestFldeq2_1_7
44608:rule 19301: ZZbspush_ca_scan__5
44610:rule 19302: ZZtestFldeq2_1_3
44612:rule 19303: ZZsavescptr8
44614:rule 19304: ZZstarttest9
44617:rule 19305: ZZget_parmPTR
44619:rule 19306: ZZget_parmINT
44621:rule 19307: ZZfence_null
44623:rule 19308: ZZstartloop1
44625:rule 19309: ZZbspush_ca__1
44627:rule 19310: ZZstarttest3
44629:rule 19311: ZZlpta_load__setscan_r__2
44631:rule 19312: ZZbspush_ca_scan__4
44633:rule 19313: ZZtestFldeq2_1_3
44636:rule 19314: ZZbspush_ca_scan__6
44638:rule 19315: ZZtestFldeq2_1_1
44640:rule 19316: ZZnpush_fld2_4
44642:rule 19317: ZZbspush_ca_scan__7
44644:rule 19318: ZZnpush_fld2_5
44646:rule 19319: ZZsavescptr9
44648:rule 19320: ZZbspush_ca__1
44650:rule 19321: ZZstarttest3
44652:rule 19322: ZZlpta_load__setscan_r__2
44654:rule 19323: ZZbspush_ca_scan__4
44656:rule 19324: ZZtestFldeq2_1_3
44659:rule 19325: ZZbspush_ca_scan__6
44661:rule 19326: ZZtestFldeq2_1_1
44664:rule 19327: ZZtestFldeq2_1_16
44668:rule 19328: ZZstarttest11
44670:rule 19329: ZZlpta_load__setscan_r__2
44672:rule 19330: ZZtestFldeq2_2_14
44675:rule 19331: ZZstarttest15
44677:rule 19332: ZZstarttest16
44680:rule 19333: ZZlpta_load_move_storepr_2
44682:rule 19334: ZZforall_cont_from2_3
44687:rule 19335: ZZstarttest2
44690:rule 19336: ZZget_parm_ptr4
44692:rule 19337: ZZfence_null
44694:rule 19338: ZZfenceZZstring128
44696:rule 19339: ZZstarttest1
44698:rule 19340: ZZlpta_load__setscan_r__5
44700:rule 19341: ZZbspush_ca_scan__2
44702:rule 19342: ZZtestFldeq5_2_6
44705:rule 19343: ZZtestFldeq5_2_7
44708:rule 19344: ZZstarttest4
44710:rule 19345: ZZlpta_load__setscan_l__2
44712:rule 19346: ZZsavescptr5
44714:rule 19347: ZZstarttest6
44716:rule 19348: ZZlprp_loadpn__comp
44718:rule 19349: ZZstarttest6
44720:rule 19350: ZZlpta_load__setscan_l__2
44722:rule 19351: ZZsavescptr7
44724:rule 19352: ZZstarttest8
44727:rule 19353: ZZget_parm_ptr4
44729:rule 19354: ZZfence_null
44731:rule 19355: ZZfenceZZstring128
44733:rule 19356: ZZstarttest1
44735:rule 19357: ZZlpta_load__setscan_l__2
44737:rule 19358: ZZbspush_ca_scan__3
44739:rule 19359: ZZbspush_ca_scan__4
44742:rule 19360: ZZsavescptr4
44744:rule 19361: ZZnpush_fld2_6
44746:rule 19362: ZZnpush_i_1
44749:rule 19363: ZZbspush_ca_scan__3
44751:rule 19364: ZZbspush_ca_scan__4
44753:rule 19365: ZZsavescptr4
44755:rule 19366: ZZnpush_fld2_6
44757:rule 19367: ZZnpush_i_1
44760:rule 19368: ZZsavescptr4
44762:rule 19369: ZZnpush_fld2_6
44764:rule 19370: ZZnpush_i_1
44767:rule 19371: ZZsavescptr4
44769:rule 19372: ZZnpush_fld2_6
44771:rule 19373: ZZnpush_i_1
44774:rule 19374: ZZbspush_ca_scan__3
44776:rule 19375: ZZbspush_ca_scan__4
44779:rule 19376: ZZsavescptr4
44781:rule 19377: ZZnpush_fld2_6
44785:rule 19378: ZZstarttest10
44787:rule 19379: ZZlpta_load__setscan_l__2
44789:rule 19380: ZZbspush_ca_scan__12
44791:rule 19381: ZZbspush_ca_scan__13
44794:rule 19382: ZZsavescptr13
44796:rule 19383: ZZnpush_fld2_6
44798:rule 19384: ZZnpush_i_0
44800:rule 19385: ZZsavescptr14
44804:rule 19386: ZZstarttest3
44807:rule 19387: ZZget_parm_ptr4
44809:rule 19388: ZZpush_ptr_init2
44811:rule 19389: ZZpush_ptr_init4
44813:rule 19390: ZZfence_null
44815:rule 19391: ZZfenceZZstring128
44817:rule 19392: ZZstarttest1
44819:rule 19393: ZZlpta_load__setscan_r__5
44821:rule 19394: ZZbspush_ca_scan__2
44823:rule 19395: ZZtestFldeq5_2_6
44826:rule 19396: ZZtestFldeq5_2_7
44829:rule 19397: ZZstarttest4
44831:rule 19398: ZZlpta_load__setscan_r__2
44833:rule 19399: ZZnpush_fld2_6
44835:rule 19400: ZZnpush_i_2
44838:rule 19401: ZZstarttest15
44840:rule 19402: ZZstarttest15
44842:rule 19403: ZZlpta_load__setscan_r__5
44844:rule 19404: ZZbspush_ca_scan__16
44846:rule 19405: ZZtestFldeq5_1_3
44850:rule 19406: ZZstarttest20
44853:rule 19407: ZZstarttest29
44855:rule 19408: ZZbspush_ca__30
44859:rule 19409: ZZstarttest29
44861:rule 19410: adjust_lg_specific_accents
44862:rule 19411: ZZget_parm_ptr4
44864:rule 19412: ZZfence_null
44866:rule 19413: ZZstarttest1
44868:rule 19414: ZZstarttest2
44870:rule 19415: adjust_span_accents
44871:rule 19416: ZZget_parm_ptr2
44873:rule 19417: ZZfence_null
44875:rule 19418: ZZfenceZZstring128
44877:rule 19419: ZZstarttest1
44879:rule 19420: ZZlpta_load__setscan_r__5
44882:rule 19421: ZZstarttest4
44884:rule 19422: ZZlpta_load__setscan_r__5
44886:rule 19423: ZZbspush_ca_scan__5
44888:rule 19424: ZZtestFldeq5_1_0
44890:rule 19425: ZZlpta_loadp__test_ptr
44892:rule 19426: ZZbspush_ca_boa__7
44894:rule 19427: ZZlpta_load__setscan_r__2
44896:rule 19428: ZZlpta_loadp__test_ptr
44899:rule 19429: ZZlpta_load__setscan_l__2
44901:rule 19430: ZZbspush_ca_scan__9
44903:rule 19431: ZZnpush_fld2_6
44905:rule 19432: ZZnpush_i_1
44909:rule 19433: ZZstarttest35
44911:rule 19434: ZZlpta_load__setscan_r__2
44913:rule 19435: ZZbspush_ca_scan__37
44915:rule 19436: ZZtestFldeq2_9_2
44918:rule 19437: ZZtestFldeq2_9_5
44921:rule 19438: ZZstarttest39
44923:rule 19439: ZZlpta_load__setscan_r__5
44926:rule 19440: ZZstarttest40
44928:rule 19441: ZZlpta_load__setscan_r__5
44931:rule 19442: ZZstarttest4
44933:rule 19443: ZZbspush_ca__5
44936:rule 19444: ZZbspush_ca__7
44939:rule 19445: ZZbspush_ca__8
44942:rule 19446: ZZstarttest4
44944:rule 19447: adjust_numbers
44945:rule 19448: ZZget_parm_ptr2
44947:rule 19449: ZZpush_ptr_init4
44949:rule 19450: ZZfence_null
44951:rule 19451: ZZfenceZZstring128
44953:rule 19452: ZZstartloop1
44955:rule 19453: ZZlpta_load_move_storepr_2
44957:rule 19454: ZZlpta_load_move_storepr_2
44959:rule 19455: ZZbspush_ca__3
44961:rule 19456: ZZlpta_load__setscan_r__2
44963:rule 19457: ZZbspush_ca_scan_boa__4
44966:rule 19458: ZZforto_adv_upto_r__1__2
44969:rule 19459: ZZbspush_ca__3
44971:rule 19460: ZZlpta_load__setscan_r__2
44973:rule 19461: ZZbspush_ca_scan_boa__4
44976:rule 19462: ZZforto_adv_upto_r__1__2
44980:rule 19463: ZZstarttest14
44982:rule 19464: ZZlpta_load__setscan_r__1
44984:rule 19465: ZZbspush_ca_scan__15
44986:rule 19466: ZZtest_string_s_1_1_ZZstring153
44989:rule 19467: ZZsavescptr15
44996:rule 19468: ZZstarttest12
44999:rule 19469: ZZfence_null
45001:rule 19470: ZZstarttest1
45004:rule 19471: ZZstarttest13
45006:rule 19472: ZZstarttest14
45009:rule 19473: ZZfence_null
45011:rule 19474: ZZstarttest1
45013:rule 19475: init_symbolic_vars
45014:rule 19476: ZZfence_null
45017:rule 19477: ZZstartloop2
45019:rule 19478: ZZlpta_loadpn_vvg0092
45021:rule 19479: ZZlpta_mover_2
45023:rule 19480: ZZbspush_ca__4
45025:rule 19481: ZZlpta_load_vvg__setscan_0021r__2
45027:rule 19482: ZZsavescptr5
45029:rule 19483: ZZstarttest6
45032:rule 19484: ZZfence_null
45034:rule 19485: ZZstarttest1
45036:rule 19486: init_tm_vars
45037:rule 19487: ZZfence_null
45039:rule 19488: ZZstarttest1
45041:rule 19489: ZZbspush_ca_scan__2
45043:rule 19490: ZZsavescptr2
45045:rule 19491: ZZbspush_ca_scan__3
45048:rule 19492: ZZsavescptr3
45051:rule 19493: ZZstarttest2
45053:rule 19494: word_level_rules
45054:rule 19495: ZZget_parm_ptr2
45056:rule 19496: ZZfence_null
45058:rule 19497: ZZstartloop1
45060:rule 19498: ZZlpta_load_move_storepr_2
45062:rule 19499: ZZlpta_load_move_storepr_2
45064:rule 19500: ZZbspush_ca__3
45066:rule 19501: ZZlpta_load_vvg__setscan_0087r__2
45068:rule 19502: ZZsavescptr4
45070:rule 19503: ZZstarttest5
45072:rule 19504: is_spr
45073:rule 19505: ZZget_parmPTR
45075:rule 19506: ZZfence_null
45077:rule 19507: ZZstarttest1
45079:rule 19508: ZZbspush_ca_boa__2
45081:rule 19509: ZZlpta_load__setscan_r__1
45083:rule 19510: ZZtest_string_s_1_2
45087:rule 19511: ZZstarttest6
45089:rule 19512: symbolic_rules
45090:rule 19513: ZZfence_null
45092:rule 19514: ZZstarttest1
45094:rule 19515: ZZstarttest2
45096:rule 19516: span_symbolic_rules
45097:rule 19517: ZZfence_null
45099:rule 19518: ZZfenceZZstring77
45101:rule 19519: ZZstarttest1
45103:rule 19520: ZZstarttest1
45105:rule 19521: break_into_span_morphs
45106:rule 19522: ZZfenceZZstring77
45108:rule 19523: ZZstarttest1
45110:rule 19524: user_rootdict
45111:rule 19525: ZZget_parm_ptr2
45113:rule 19526: ZZfence_null
45115:rule 19527: ZZstarttest1
45117:rule 19528: ZZstarttest2
45119:rule 19529: ZZstarttest3
45121:rule 19530: ZZbspush_ca_boa__4
45125:rule 19531: ZZstarttest3
45127:rule 19532: span_words
45128:rule 19533: ZZget_parm_ptr2
45130:rule 19534: ZZfence_null
